CaseMasterID,CrimeNo,CaseNo,CrimeRegisteredDate,PolicePersonID,PoliceStationID,CaseCategoryID,GravityOffenceID,CrimeMajorHeadID,CrimeMinorHeadID,CaseStatusID,CourtID,IncidentFromDate,IncidentToDate,InfoReceivedPSDate,latitude,longitude,BriefFacts,DistrictID
976,110210060202300002,202300002,2023-05-16,302,60,1,2,5,10,1,22,2023-05-14 22:08:00,2023-05-16 09:08:00,2023-05-16 10:08:00,17.477691,76.505928,Amet rerum ex quas sapiente veritatis facere illum deserunt omnis temporibus quia iusto sapiente consectetur.,1021
977,110210062202600003,202600003,2026-02-14,356,62,1,2,2,3,3,22,2026-02-13 16:57:00,2026-02-14 11:57:00,2026-02-14 17:57:00,17.478051,76.467793,Nemo fugiat ipsum tempore distinctio corporis qui enim cupiditate laboriosam vel explicabo.,1021
978,110210061202400003,202400003,2024-12-14,81,61,1,1,6,12,4,22,2024-12-12 10:20:00,2024-12-14 08:20:00,2024-12-14 12:20:00,17.46178,76.496863,Incidunt tenetur dolores placeat quos fuga tempora incidunt veritatis voluptatum eos nemo.,1021
979,110240069202200002,202200002,2022-06-10,156,69,1,2,2,3,1,25,2022-06-08 18:58:00,2022-06-10 06:58:00,2022-06-10 07:58:00,13.242714,74.205963,Aut labore dignissimos velit porro iusto magni nam.,1024
980,144300003202600002,202600002,2026-01-24,65,3,1,2,2,5,1,1,2026-01-24 01:02:00,2026-01-24 04:02:00,2026-01-24 06:02:00,12.987216,77.601438,Cumque sequi nam error nihil rerum commodi mollitia tenetur error consequatur natus.,4430
981,110020008202400004,202400004,2024-02-26,22,8,1,2,1,1,3,3,2024-02-25 08:52:00,2024-02-26 09:52:00,2024-02-26 12:52:00,16.19837,76.636286,Officiis modi odio debitis hic quisquam error qui repudiandae officia.,1002
982,110240069202300002,202300002,2023-02-26,323,69,1,2,6,12,1,25,2023-02-25 13:11:00,2023-02-26 12:11:00,2023-02-26 12:11:00,13.264845,74.191305,Similique autem porro velit magni explicabo impedit.,1024
983,410070021202600001,202600001,2026-03-26,137,21,4,2,3,6,3,8,2026-03-25 12:59:00,2026-03-26 10:59:00,2026-03-26 15:59:00,16.268926,75.299688,Voluptatem autem doloremque vel officiis quia labore in harum fugit assumenda occaecati.,1007
984,110300093202400001,202400001,2024-06-07,3,93,1,2,6,13,3,31,2024-06-06 01:50:00,2024-06-07 13:50:00,2024-06-07 16:50:00,13.419578,75.919354,Accusantium non laudantium unde alias fugit minus magni similique sunt.,1030
985,810300092202500001,202500001,2025-10-20,121,92,8,1,5,10,1,31,2025-10-18 09:54:00,2025-10-20 09:54:00,2025-10-20 10:54:00,13.383036,75.986539,Ut recusandae sequi ex temporibus consequatur odit sit placeat.,1030
986,110190056202200003,202200003,2022-02-01,105,56,1,1,6,13,1,20,2022-01-30 21:51:00,2022-02-01 08:51:00,2022-02-01 10:51:00,17.088353,77.138581,Minus recusandae reiciendis porro officia debitis nobis architecto deleniti quidem quod.,1019
987,144300003202400006,202400006,2024-03-19,65,3,1,2,3,7,3,1,2024-03-17 10:39:00,2024-03-19 01:39:00,2024-03-19 01:39:00,12.996361,77.581172,Quod earum rerum doloremque praesentium rerum veniam rem.,4430
988,110240069202500002,202500002,2025-03-10,323,69,1,2,3,6,1,25,2025-03-10 20:20:00,2025-03-10 21:20:00,2025-03-11 00:20:00,13.192586,74.103144,Molestiae neque hic sapiente enim iusto ducimus dicta ullam nulla aut ipsam.,1024
989,110030010202400002,202400002,2024-01-05,290,10,1,2,5,10,1,4,2024-01-03 23:40:00,2024-01-05 15:40:00,2024-01-05 19:40:00,16.03835,78.350186,Voluptatibus quasi odio facilis nostrum vel quae incidunt eligendi dicta.,1003
990,110120037202200003,202200003,2022-05-12,155,37,1,2,3,7,3,13,2022-05-12 05:11:00,2022-05-12 14:11:00,2022-05-12 15:11:00,13.902819,77.120162,Quas quia quis dolor ad quos rerum id voluptatum neque vitae accusantium distinctio.,1012
991,110290089202200003,202200003,2022-10-28,285,89,1,1,1,1,2,30,2022-10-27 14:41:00,2022-10-28 19:41:00,2022-10-28 23:41:00,15.709949,77.892385,Natus repellendus possimus exercitationem quasi exercitationem soluta earum ipsam sunt placeat itaque hic.,1029
992,110250074202500003,202500003,2025-02-07,331,74,1,2,1,1,4,26,2025-02-07 20:14:00,2025-02-07 22:14:00,2025-02-08 03:14:00,13.295852,78.41836,Asperiores maiores ab natus placeat voluptatum doloribus debitis dolorum occaecati sapiente fugiat magnam libero aspernatur magnam.,1025
993,110280084202300003,202300003,2023-12-25,29,84,1,1,1,2,2,29,2023-12-25 09:45:00,2023-12-25 17:45:00,2023-12-25 21:45:00,16.739912,78.104777,Totam officia eius dolorum tempore quos tempora optio dolorem.,1028
994,110170051202300004,202300004,2023-02-22,368,51,1,2,3,7,1,18,2023-02-21 06:36:00,2023-02-22 10:36:00,2023-02-22 12:36:00,17.787878,75.262823,Saepe nemo veniam odit vitae quam non officia quo dolore beatae blanditiis neque possimus doloribus.,1017
995,110250073202300004,202300004,2023-10-31,190,73,1,2,3,6,1,26,2023-10-31 00:50:00,2023-10-31 19:50:00,2023-10-31 23:50:00,13.361888,78.409717,Ut cumque eos asperiores molestiae laudantium vitae at minima atque atque explicabo voluptatum.,1025
996,110020008202400005,202400005,2024-01-25,260,8,1,1,2,3,2,3,2024-01-24 04:18:00,2024-01-25 01:18:00,2024-01-25 05:18:00,16.082627,76.674218,Sint assumenda sed recusandae suscipit animi reprehenderit quibusdam deleniti inventore quos ducimus laborum delectus.,1002
997,110200057202600001,202600001,2026-02-28,11,57,1,2,5,11,1,21,2026-02-27 02:50:00,2026-02-28 16:50:00,2026-02-28 16:50:00,16.882484,76.551902,Cumque explicabo delectus nemo doloremque dolorum tempora soluta dolor eligendi id aliquid adipisci in fuga quisquam.,1020
998,110200057202200006,202200006,2022-11-04,11,57,1,2,6,13,4,21,2022-11-02 23:48:00,2022-11-04 12:48:00,2022-11-04 16:48:00,17.001253,76.596317,Architecto nemo accusamus voluptas dolorum unde porro porro aspernatur nulla excepturi nostrum error ut sint.,1020
999,810020007202500002,202500002,2025-07-14,322,7,8,2,4,9,2,3,2025-07-14 13:46:00,2025-07-14 17:46:00,2025-07-14 21:46:00,16.137339,76.682089,Quia voluptatum quia eaque pariatur alias iste pariatur sapiente porro voluptate qui ipsa consequuntur cumque.,1002
1000,110150046202400002,202400002,2024-12-10,9,46,1,2,3,6,1,16,2024-12-09 16:28:00,2024-12-10 16:28:00,2024-12-10 17:28:00,11.836608,78.288597,Numquam accusantium ad temporibus recusandae voluptatum perspiciatis omnis mollitia pariatur fuga exercitationem neque.,1015
1001,110120039202600002,202600002,2026-03-13,399,39,1,2,2,4,1,13,2026-03-11 18:44:00,2026-03-13 03:44:00,2026-03-13 03:44:00,13.934494,77.212474,Temporibus assumenda maiores sed ducimus ipsum deleniti minus laudantium eaque laborum temporibus reprehenderit pariatur ut tenetur.,1012
1002,410090026202500001,202500001,2025-08-31,108,26,4,1,2,4,3,10,2025-08-31 06:38:00,2025-08-31 15:38:00,2025-08-31 19:38:00,15.90467,75.489111,Iure exercitationem error non officia natus tempora voluptatem ea.,1009
1003,110040013202400003,202400003,2024-04-14,309,13,1,2,6,12,1,5,2024-04-14 13:37:00,2024-04-14 21:37:00,2024-04-14 21:37:00,16.378625,76.884772,Inventore mollitia molestiae quo doloremque sint ea deserunt a minima aut dolor unde.,1004
1004,110010005202400004,202400004,2024-10-31,255,5,1,2,4,8,3,2,2024-10-31 03:36:00,2024-10-31 04:36:00,2024-10-31 05:36:00,14.197921,75.482297,Ratione blanditiis molestias dolorum accusantium atque rem natus alias labore adipisci reprehenderit quisquam.,1001
1005,110040015202300001,202300001,2023-06-24,294,15,1,1,4,8,1,5,2023-06-23 13:45:00,2023-06-24 17:45:00,2023-06-24 17:45:00,16.467493,76.815986,Error dignissimos dolore optio amet omnis aut optio minus dolore tenetur culpa quod voluptas.,1004
1006,110020007202200004,202200004,2022-05-30,214,7,1,2,5,11,1,3,2022-05-29 02:32:00,2022-05-30 04:32:00,2022-05-30 09:32:00,16.208267,76.754345,Nihil aut consectetur sapiente quae animi accusantium eum.,1002
1007,110050017202500005,202500005,2025-12-29,78,17,1,2,3,7,2,6,2025-12-27 17:07:00,2025-12-29 09:07:00,2025-12-29 09:07:00,15.623167,75.704817,Magni maxime vero quibusdam modi quod quia atque ratione assumenda.,1005
1008,810070021202200001,202200001,2022-04-03,2,21,8,2,3,6,2,8,2022-04-01 02:47:00,2022-04-03 02:47:00,2022-04-03 08:47:00,16.295544,75.261092,Labore inventore aperiam modi sequi nihil accusantium consequatur error voluptas similique a.,1007
1009,110210060202600001,202600001,2026-04-01,304,60,1,2,2,4,2,22,2026-03-31 06:44:00,2026-04-01 15:44:00,2026-04-01 15:44:00,17.649715,76.528219,Doloremque labore ipsa animi sed saepe consequatur nobis commodi vero dicta quibusdam.,1021
1010,110060018202200001,202200001,2022-01-16,207,18,1,2,3,6,2,7,2022-01-15 09:37:00,2022-01-16 18:37:00,2022-01-16 23:37:00,17.312382,75.691655,Voluptatem numquam modi aperiam minima non voluptates unde earum accusantium vel expedita culpa et optio.,1006
1011,110090026202600003,202600003,2026-05-03,108,26,1,2,3,6,3,10,2026-05-01 13:14:00,2026-05-03 03:14:00,2026-05-03 07:14:00,15.894707,75.464954,Reprehenderit animi reiciendis voluptatem dolores eligendi fuga ducimus voluptatibus sapiente illo rem facilis sunt nemo nemo.,1009
1012,110250074202400003,202400003,2024-05-23,381,74,1,2,4,8,1,26,2024-05-21 09:20:00,2024-05-23 09:20:00,2024-05-23 14:20:00,13.301055,78.433002,Eligendi eum veritatis facilis quia quos veniam quisquam tenetur ea autem odio eveniet.,1025
1013,110060019202400002,202400002,2024-11-29,295,19,1,2,5,11,1,7,2024-11-28 14:36:00,2024-11-29 08:36:00,2024-11-29 11:36:00,17.306123,75.71109,Beatae sequi occaecati alias quasi id eius repudiandae qui qui fugit quod impedit perspiciatis dolorem dolor.,1006
1014,110300093202200004,202200004,2022-12-13,3,93,1,2,3,6,4,31,2022-12-11 14:58:00,2022-12-13 09:58:00,2022-12-13 11:58:00,13.420917,76.02837,Hic tempora iste facilis laborum accusantium ratione assumenda necessitatibus distinctio sapiente commodi.,1030
1015,110030010202300002,202300002,2023-02-28,290,10,1,1,5,11,4,4,2023-02-27 06:53:00,2023-02-28 17:53:00,2023-02-28 21:53:00,15.998805,78.378622,Eligendi est laborum quis excepturi reiciendis numquam eveniet exercitationem culpa.,1003
1016,110250073202200004,202200004,2022-01-14,190,73,1,2,1,2,2,26,2022-01-12 16:53:00,2022-01-14 15:53:00,2022-01-14 18:53:00,13.34945,78.386153,Totam nisi exercitationem nihil excepturi quas laborum.,1025
1017,110260076202400002,202400002,2024-07-18,267,76,1,2,1,2,1,27,2024-07-17 05:58:00,2024-07-18 09:58:00,2024-07-18 12:58:00,12.90847,76.074048,Eos debitis dolor aperiam inventore fugiat minus quae deserunt molestias cupiditate facilis.,1026
1018,110300091202200003,202200003,2022-10-08,347,91,1,2,6,12,3,31,2022-10-07 17:46:00,2022-10-08 08:46:00,2022-10-08 13:46:00,13.379135,75.972814,Harum perspiciatis adipisci optio non mollitia ut quisquam libero cumque adipisci quidem ratione dolore deleniti necessitatibus.,1030
1019,110100029202200004,202200004,2022-11-17,375,29,1,2,3,6,1,11,2022-11-17 13:21:00,2022-11-17 16:21:00,2022-11-17 19:21:00,13.461479,76.681903,Consectetur vero odit ipsam ab earum perferendis beatae molestias similique error dolorum dolorem.,1010
1020,144300001202500010,202500010,2025-12-15,296,1,1,2,2,5,3,1,2025-12-15 13:20:00,2025-12-15 16:20:00,2025-12-15 21:20:00,12.894739,77.532139,Officia perspiciatis libero impedit possimus accusantium aliquam incidunt neque dignissimos facilis atque.,4430
1021,110190056202300003,202300003,2023-05-19,105,56,1,1,4,9,1,20,2023-05-17 21:37:00,2023-05-19 04:37:00,2023-05-19 05:37:00,17.042781,77.023554,Qui repellendus quisquam ea eos repudiandae et quam expedita quam amet placeat asperiores harum.,1019
1022,110260075202300002,202300002,2023-01-19,275,75,1,2,3,7,3,27,2023-01-17 23:31:00,2023-01-19 23:31:00,2023-01-20 00:31:00,12.838714,76.104358,Unde suscipit eaque praesentium sit pariatur nulla ducimus explicabo omnis illum mollitia quasi rem iusto.,1026
1023,144300002202200006,202200006,2022-05-18,136,2,1,1,5,11,2,1,2022-05-16 23:35:00,2022-05-18 15:35:00,2022-05-18 18:35:00,13.016346,77.570541,Eum fuga reiciendis non temporibus velit consectetur eos impedit velit nisi nulla.,4430
1024,110070020202300008,202300008,2023-04-26,351,20,1,2,4,9,3,8,2023-04-26 01:22:00,2023-04-26 20:22:00,2023-04-27 01:22:00,16.366801,75.336893,Magni ut nisi dolor possimus sint excepturi amet maxime nostrum laudantium quisquam fuga saepe quis.,1007
1025,110180053202500006,202500006,2025-07-14,257,53,1,1,3,6,1,19,2025-07-13 17:38:00,2025-07-14 12:38:00,2025-07-14 15:38:00,13.875539,76.969036,Odio voluptates aliquam voluptas adipisci illo tempore reiciendis magni temporibus nostrum in.,1018
1026,810140042202300001,202300001,2023-10-29,337,42,8,2,4,8,2,15,2023-10-28 08:42:00,2023-10-29 07:42:00,2023-10-29 12:42:00,13.840332,75.34539,Exercitationem atque eveniet praesentium consequuntur similique quia cum ratione corrupti nisi saepe quae.,1014
1027,110230067202200004,202200004,2022-09-20,133,67,1,1,4,9,1,24,2022-09-20 01:53:00,2022-09-20 15:53:00,2022-09-20 21:53:00,16.460897,76.916659,Blanditiis ex nemo quod libero nobis cupiditate sapiente veniam praesentium.,1023
1028,110250074202200006,202200006,2022-05-05,5,74,1,2,3,7,3,26,2022-05-04 13:49:00,2022-05-05 17:49:00,2022-05-05 20:49:00,13.35005,78.398357,Laboriosam ex ducimus est quas sapiente soluta modi natus impedit assumenda consequatur facere quam cum.,1025
1029,110240069202200003,202200003,2022-04-22,323,69,1,2,6,12,2,25,2022-04-20 19:31:00,2022-04-22 08:31:00,2022-04-22 09:31:00,13.219022,74.216747,Accusamus sequi magni harum sit fugiat aperiam.,1024
1030,110230068202600001,202600001,2026-05-16,345,68,1,2,5,10,1,24,2026-05-14 21:07:00,2026-05-16 20:07:00,2026-05-16 20:07:00,16.421089,76.939346,Quas fugit laudantium placeat nisi illo soluta eveniet repudiandae consequuntur vero consequatur.,1023
1031,110210059202200003,202200003,2022-07-04,333,59,1,2,3,6,2,22,2022-07-03 12:21:00,2022-07-04 22:21:00,2022-07-04 23:21:00,17.529458,76.37896,Quas repudiandae vel quas error suscipit minus magni cupiditate labore in accusantium quis aspernatur consectetur.,1021
1032,110190056202300004,202300004,2023-02-11,105,56,1,2,5,11,1,20,2023-02-10 05:53:00,2023-02-11 05:53:00,2023-02-11 07:53:00,16.914125,77.173266,Iure alias laborum cum cumque reiciendis impedit sapiente perspiciatis ad laborum sunt necessitatibus in laborum.,1019
1033,110190055202500002,202500002,2025-02-06,378,55,1,2,1,1,2,20,2025-02-05 14:15:00,2025-02-06 23:15:00,2025-02-07 02:15:00,16.916144,77.170207,Perferendis illo dolorem atque reprehenderit incidunt vel error necessitatibus veniam explicabo officia alias accusantium.,1019
1034,144300002202200007,202200007,2022-03-28,136,2,1,1,3,6,3,1,2022-03-27 04:18:00,2022-03-28 05:18:00,2022-03-28 10:18:00,12.99821,77.588193,Quaerat voluptates quasi quibusdam nulla placeat saepe.,4430
1035,110190055202600002,202600002,2026-02-25,378,55,1,1,1,2,3,20,2026-02-23 21:55:00,2026-02-25 08:55:00,2026-02-25 12:55:00,16.956147,77.148548,Quod culpa error eaque eum nihil fugiat delectus est consequuntur cum velit accusamus eligendi.,1019
1036,410090027202200001,202200001,2022-07-15,246,27,4,2,4,8,2,10,2022-07-13 23:37:00,2022-07-15 23:37:00,2022-07-15 23:37:00,15.894287,75.507071,Officia odit temporibus accusantium quod aut maxime molestiae cupiditate.,1009
1037,110280085202400001,202400001,2024-07-28,369,85,1,2,3,6,1,29,2024-07-27 02:06:00,2024-07-28 06:06:00,2024-07-28 06:06:00,16.787846,78.045458,Voluptatibus dolore sunt temporibus quam quis quae autem quae vitae aut porro odio facere.,1028
1038,110300091202400003,202400003,2024-04-12,208,91,1,2,4,9,4,31,2024-04-10 18:17:00,2024-04-12 17:17:00,2024-04-12 20:17:00,13.40846,75.942974,Dignissimos blanditiis iusto debitis illum nobis quo illo labore labore fuga maiores placeat.,1030
1039,810180053202600001,202600001,2026-04-12,329,53,8,2,1,2,1,19,2026-04-11 17:45:00,2026-04-12 17:45:00,2026-04-12 20:45:00,13.863629,76.952107,Maxime eveniet maiores illo commodi officia suscipit veritatis saepe possimus eos laboriosam amet nobis.,1018
1040,110100031202500003,202500003,2025-08-09,14,31,1,2,2,3,1,11,2025-08-08 22:21:00,2025-08-09 09:21:00,2025-08-09 10:21:00,13.560627,76.62061,Doloribus ipsum harum ullam consequatur omnis rem dolorem rem voluptates.,1010
1041,310170052202400002,202400002,2024-09-30,129,52,3,2,1,1,3,18,2024-09-30 03:15:00,2024-09-30 18:15:00,2024-09-30 18:15:00,17.864725,75.298419,Expedita ratione voluptates blanditiis quisquam inventore quo perferendis et quae ipsam minima a ipsa eum.,1017
1042,110050016202300007,202300007,2023-06-01,283,16,1,1,6,13,2,6,2023-05-30 22:19:00,2023-06-01 13:19:00,2023-06-01 16:19:00,15.744375,75.809769,Laudantium vitae rem iusto enim necessitatibus occaecati maxime quas dolor.,1005
1043,310050017202300002,202300002,2023-07-04,78,17,3,2,5,11,1,6,2023-07-03 04:13:00,2023-07-04 22:13:00,2023-07-04 23:13:00,15.905981,75.907886,Sint totam cumque debitis autem hic corporis unde necessitatibus labore veniam.,1005
1044,110170051202500003,202500003,2025-12-22,147,51,1,2,5,10,1,18,2025-12-22 08:32:00,2025-12-22 15:32:00,2025-12-22 18:32:00,18.049102,75.427863,Unde laudantium ipsum repudiandae facilis impedit saepe iure laudantium exercitationem deserunt ut.,1017
1045,110270079202400002,202400002,2024-02-09,262,79,1,1,1,2,2,28,2024-02-08 20:48:00,2024-02-09 04:48:00,2024-02-09 04:48:00,15.95229,77.949288,Doloribus sunt vero perspiciatis dolor perspiciatis eaque vel perferendis voluptas accusamus consequatur.,1027
1046,310080024202400002,202400002,2024-10-11,367,24,3,2,5,10,1,9,2024-10-10 01:40:00,2024-10-11 05:40:00,2024-10-11 07:40:00,12.562022,74.598668,Natus deserunt dolores porro sequi debitis non dicta nulla dignissimos numquam atque suscipit.,1008
1047,110040013202500002,202500002,2025-10-17,250,13,1,2,3,7,1,5,2025-10-16 13:33:00,2025-10-17 08:33:00,2025-10-17 12:33:00,16.367536,76.87987,Repudiandae officia dolorem quod dolore debitis illum soluta numquam totam repellendus aliquid asperiores est.,1004
1048,110190055202500003,202500003,2025-06-11,287,55,1,2,5,11,4,20,2025-06-09 22:23:00,2025-06-11 22:23:00,2025-06-12 03:23:00,16.940138,77.151356,Earum error ratione accusantium veniam hic culpa ducimus velit sit ipsa ad asperiores asperiores.,1019
1049,844300002202200001,202200001,2022-10-05,127,2,8,1,6,13,2,1,2022-10-04 19:33:00,2022-10-05 05:33:00,2022-10-05 08:33:00,13.010696,77.614223,Illum temporibus facilis necessitatibus ad harum itaque sequi.,4430
1050,144300002202200008,202200008,2022-01-12,339,2,1,2,2,3,1,1,2022-01-12 05:44:00,2022-01-12 09:44:00,2022-01-12 13:44:00,12.98858,77.602781,Totam minus id voluptates quis excepturi nostrum omnis distinctio maxime id voluptas.,4430
1051,110100030202200003,202200003,2022-11-17,19,30,1,2,6,12,1,11,2022-11-16 13:22:00,2022-11-17 02:22:00,2022-11-17 04:22:00,13.462753,76.666687,Non quam rem ducimus neque minima delectus cum magnam dolore molestias ad deleniti accusamus.,1010
1052,110070020202400005,202400005,2024-05-22,99,20,1,2,3,7,2,8,2024-05-21 00:46:00,2024-05-22 18:46:00,2024-05-22 23:46:00,16.33838,75.313576,Aspernatur dignissimos fuga ea a inventore ipsam perferendis commodi quidem.,1007
1053,144300001202500011,202500011,2025-04-28,168,1,1,2,6,13,1,1,2025-04-26 18:06:00,2025-04-28 04:06:00,2025-04-28 08:06:00,12.96863,77.568351,Magnam consequatur rem tenetur doloremque molestias repellendus amet quod harum ducimus officiis voluptate temporibus cum quaerat.,4430
1054,144300004202400005,202400005,2024-02-24,388,4,1,1,5,10,1,1,2024-02-23 19:36:00,2024-02-24 10:36:00,2024-02-24 11:36:00,12.983456,77.56466,Quas illum impedit nulla vitae fuga officiis dolor distinctio molestias pariatur deleniti sed.,4430
1055,110240069202500003,202500003,2025-06-13,359,69,1,2,2,4,3,25,2025-06-13 00:09:00,2025-06-13 04:09:00,2025-06-13 05:09:00,13.254539,74.193542,Tempora ratione non maxime repudiandae odit amet inventore nihil sint ipsum impedit debitis sunt dolor.,1024
1056,110250073202400003,202400003,2024-06-19,218,73,1,1,4,8,1,26,2024-06-18 12:42:00,2024-06-19 13:42:00,2024-06-19 18:42:00,13.313901,78.423036,Aspernatur vitae repellat labore velit harum ex excepturi.,1025
1057,110300093202300004,202300004,2023-10-01,268,93,1,2,5,10,4,31,2023-09-30 22:20:00,2023-10-01 16:20:00,2023-10-01 21:20:00,13.435328,75.978023,Alias a iusto ut cumque mollitia in aliquid nam repellendus quos.,1030
1058,110170051202400002,202400002,2024-06-14,57,51,1,2,4,8,2,18,2024-06-13 13:28:00,2024-06-14 17:28:00,2024-06-14 22:28:00,17.864319,75.288316,Voluptates delectus adipisci ipsam accusamus facilis quasi ipsa inventore cumque.,1017
1059,144300002202200009,202200009,2022-02-21,127,2,1,2,4,9,2,1,2022-02-19 19:54:00,2022-02-21 11:54:00,2022-02-21 15:54:00,13.10388,77.591465,Magni quam eaque accusantium repellendus amet veniam provident doloribus quaerat aliquam illo magnam magnam voluptate.,4430
1060,310040015202300001,202300001,2023-01-27,192,15,3,2,2,5,1,5,2023-01-26 12:23:00,2023-01-27 12:23:00,2023-01-27 16:23:00,16.381654,76.839908,Labore veniam temporibus quia similique ad minus sit rerum ad sequi rerum eveniet illum commodi molestias.,1004
1061,110290090202500002,202500002,2025-04-15,165,90,1,2,1,1,2,30,2025-04-15 08:21:00,2025-04-15 09:21:00,2025-04-15 13:21:00,15.748832,77.862302,Reiciendis saepe voluptate vitae accusamus iusto ipsa quisquam rerum.,1029
1062,110140044202500002,202500002,2025-08-18,12,44,1,2,4,9,1,15,2025-08-16 19:41:00,2025-08-18 08:41:00,2025-08-18 14:41:00,13.852407,75.320948,Incidunt consequuntur ad suscipit dolores adipisci voluptas quaerat inventore minima impedit iusto accusamus amet.,1014
1063,110180053202600002,202600002,2026-01-10,257,53,1,2,6,13,3,19,2026-01-09 04:38:00,2026-01-10 15:38:00,2026-01-10 21:38:00,13.854276,76.953553,Consequuntur perspiciatis sequi maxime aspernatur nisi dolor recusandae quia.,1018
1064,110120038202400004,202400004,2024-01-27,281,38,1,2,6,13,1,13,2024-01-25 21:39:00,2024-01-27 00:39:00,2024-01-27 06:39:00,13.874848,77.196155,Totam ab qui quibusdam et minus rerum quis id neque harum velit esse.,1012
1065,144300003202200006,202200006,2022-04-25,65,3,1,2,6,13,1,1,2022-04-25 01:40:00,2022-04-25 14:40:00,2022-04-25 19:40:00,12.987379,77.562615,Suscipit earum cupiditate nemo laboriosam rem amet facere ad eos laboriosam deserunt.,4430
1066,110250074202200007,202200007,2022-02-04,248,74,1,2,6,13,3,26,2022-02-02 20:53:00,2022-02-04 10:53:00,2022-02-04 15:53:00,13.348264,78.4076,Et dolore aliquid iste vero pariatur numquam harum ratione nihil occaecati fugit nisi perferendis voluptates.,1025
1067,410100030202400001,202400001,2024-11-23,22,30,4,1,4,8,3,11,2024-11-21 15:42:00,2024-11-23 00:42:00,2024-11-23 01:42:00,13.466463,76.682896,Alias doloribus exercitationem quaerat nam quia incidunt delectus molestias natus.,1010
1068,110080024202200002,202200002,2022-06-21,367,24,1,2,1,1,2,9,2022-06-19 12:28:00,2022-06-21 05:28:00,2022-06-21 10:28:00,12.634454,74.553519,Delectus sint sunt totam sed id at iure asperiores aliquam.,1008
1069,110020008202200006,202200006,2022-01-07,330,8,1,2,5,10,3,3,2022-01-07 03:17:00,2022-01-07 09:17:00,2022-01-07 13:17:00,16.187095,76.633194,Quaerat incidunt itaque eum voluptatibus quaerat asperiores at nihil recusandae praesentium laborum.,1002
1070,410260077202200001,202200001,2022-06-30,13,77,4,1,1,2,2,27,2022-06-30 01:58:00,2022-06-30 03:58:00,2022-06-30 09:58:00,12.828694,76.074689,Tempora doloremque commodi error error explicabo explicabo alias quae iure repellat quibusdam tenetur.,1026
1071,110180053202200006,202200006,2022-01-22,163,53,1,2,3,6,2,19,2022-01-21 17:40:00,2022-01-22 06:40:00,2022-01-22 11:40:00,13.863034,76.961399,Ad quas delectus in laboriosam sunt maiores exercitationem eligendi tenetur culpa nisi deserunt vel vel.,1018
1072,110220063202200001,202200001,2022-09-29,94,63,1,1,4,8,1,23,2022-09-28 12:03:00,2022-09-29 09:03:00,2022-09-29 12:03:00,13.13941,76.426378,Culpa velit nulla error nihil ut accusantium debitis atque ut dolore porro perferendis dolore illo.,1022
1073,144300001202300004,202300004,2023-01-21,168,1,1,2,2,3,2,1,2023-01-21 02:56:00,2023-01-21 08:56:00,2023-01-21 11:56:00,13.004047,77.601806,Asperiores alias qui numquam dignissimos voluptatibus molestiae quisquam quis.,4430
1074,110130040202400005,202400005,2024-01-15,276,40,1,1,6,12,3,14,2024-01-14 10:49:00,2024-01-15 11:49:00,2024-01-15 12:49:00,15.285819,77.887321,Sequi reprehenderit corrupti nesciunt repudiandae veritatis deserunt accusantium.,1013
1075,110120037202300003,202300003,2023-03-08,397,37,1,1,3,6,2,13,2023-03-07 13:27:00,2023-03-08 22:27:00,2023-03-09 02:27:00,13.9606,77.200176,Maiores reprehenderit vero distinctio ut sed optio reiciendis praesentium beatae.,1012
1076,144300002202300005,202300005,2023-07-05,339,2,1,2,2,4,4,1,2023-07-03 16:32:00,2023-07-05 02:32:00,2023-07-05 07:32:00,12.999618,77.584342,Dicta mollitia quia possimus facere quisquam aspernatur optio vitae consequuntur.,4430
1077,110220064202400005,202400005,2024-08-31,233,64,1,2,5,10,4,23,2024-08-30 07:29:00,2024-08-31 04:29:00,2024-08-31 09:29:00,13.162113,76.451791,Ea deleniti ipsam iure vitae eligendi ratione corrupti corporis animi suscipit eos et vitae.,1022
1078,110100030202400003,202400003,2024-01-05,139,30,1,2,4,9,1,11,2024-01-04 01:10:00,2024-01-05 00:10:00,2024-01-05 02:10:00,13.471109,76.650432,Earum fuga mollitia ad assumenda in placeat laudantium pariatur similique dolorum accusantium.,1010
1079,110140042202500004,202500004,2025-01-24,274,42,1,2,1,1,2,15,2025-01-22 06:48:00,2025-01-24 05:48:00,2025-01-24 08:48:00,13.849047,75.357178,Placeat mollitia accusantium nam quia soluta ea magnam occaecati pariatur molestiae perspiciatis dolores expedita distinctio tempore.,1014
1080,110260075202300003,202300003,2023-05-14,225,75,1,2,3,6,1,27,2023-05-13 17:46:00,2023-05-14 08:46:00,2023-05-14 14:46:00,12.888356,76.090136,Quasi doloremque necessitatibus necessitatibus exercitationem eum est.,1026
1081,410220064202400001,202400001,2024-11-04,16,64,4,2,4,9,2,23,2024-11-04 01:26:00,2024-11-04 03:26:00,2024-11-04 04:26:00,13.24833,76.501294,Rem debitis recusandae aliquid nobis quos atque facilis occaecati ipsam rem porro quam ducimus vel.,1022
1082,110300093202300005,202300005,2023-09-08,268,93,1,1,5,10,1,31,2023-09-08 15:44:00,2023-09-08 19:44:00,2023-09-08 19:44:00,13.417235,75.952366,Inventore aliquid quaerat ullam eaque mollitia quae vitae facilis.,1030
